plec;m.zamieszkania;p1;p2;p3;p4;p5;p6;p7;p8;p9;p10;p11;p12;p13;p14;p15;p16;p17;p18;p19;p20;p21;p22;p23;p24;p25;p26;p27;p28;p29;p30;p31;p32;p33;p34;p35;p36;uwagi;kierunek;rok;miejsce;uwagi.x
Kobieta;Brodnica;Dobrze;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Bardzo Dobrze;Dobrze;Źle;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Źle;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Tak;Nie;;PO;2;KWI;
Kobieta;Prabuty;Dobrze;Nie mam zdania/Nie wiem ;Bardzo Źle;Dobrze;Źle;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Bardzo Źle;Źle;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Bardzo Źle;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Źle;Źle;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;2;KWI;
Kobieta;Grudziądz ;Dobrze;Dobrze;Dobrze;Dobrze;Bardzo Dobrze;Dobrze;Dobrze;Źle;Dobrze;Dobrze;Dobrze;Źle;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Bardzo Dobrze;Bardzo Dobrze;.;Dobrze;Dobrze;.;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie;Nie;.;PO;2;KWI;
Kobieta;Starogard Gdanski;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Źle;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;;Dobrze;Dobrze;;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;2;KWI;
Kobieta;STARY TARG;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;;Bardzo Dobrze;Bardzo Dobrze;;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Nie;Nie;;PO;2;KWI;
Kobieta;Starogard  Gdański;Dobrze;Dobrze;Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Dobrze;Dobrze;Źle;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;;Dobrze;Dobrze;;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;2;KWI;
Kobieta;Starogard Gdański;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;;Dobrze;Dobrze;ok;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie;Nie;;PO;2;KWI;
Kobieta;Książki;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;;Dobrze;Dobrze;;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;2;KWI;
Kobieta;Tczew;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Wszystko ;Bardzo Dobrze;Bardzo Dobrze;nic;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Nie;Nie;nic;PO;2;KWI;
Kobieta;Kwidzyn;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;2;KWI;
Kobieta;Nowa Wieś Gmina Sztum;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Dobrze;Bardzo Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Bardzo Dobrze;Nie wiem ;Dobrze;Bardzo Dobrze;Nie wiem  jest dobrze;Dobrze;Dobrze;Dobrze;Bardzo Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie;Nie;Brak uwag;PO;2;KWI;
Kobieta;brodnica;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;;Bardzo Dobrze;Bardzo Dobrze;;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Nie;Nie;;PO;2;KWI;
Kobieta;brodnica;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;;Bardzo Dobrze;Bardzo Dobrze;;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Nie;Nie;;PO;2;KWI;
Kobieta;Brodnica;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;;Bardzo Dobrze;Bardzo Dobrze;;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Nie;Nie;;PO;2;KWI;
Kobieta;Chełmno ;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Bardzo Dobrze;Bardzo Źle;Bardzo Dobrze;Bardzo Dobrze;Dobrze;Bardzo Dobrze;Dobrze;Dobrze;Bardzo Dobrze;Bardzo Dobrze;Nie mam zdania/Nie wiem ;;Dobrze;Dobrze;;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Bardzo Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;2;KWI;
Mężczyzna;Iława;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Źle;Źle;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Źle;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Źle;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Źle;Nie mam zdania/Nie wiem ;Bardzo Źle;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Źle;Źle;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;2;KWI;
Kobieta;Brodnica;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;;Dobrze;Dobrze;;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie;Nie;;PO;2;KWI;
Kobieta;Brodnica;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Źle;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;;Dobrze;Dobrze;;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie;Nie;;PO;2;KWI;
Kobieta;Bartniczka;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;2;KWI;
Kobieta;Glina Brodnica ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;2;KWI;
Kobieta;Reda;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Źle;Źle;Źle;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Źle;Bardzo Źle;Bardzo Źle;Dobrze;Bardzo Dobrze;Dobrze;Bardzo Źle;Bardzo Źle;Bardzo Źle;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Dobrze;Dobrze;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Źle;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;2;KWI;
Kobieta;Zblewo;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;;Dobrze;Dobrze;;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie;Tak;;PO;2;KWI;
Kobieta;Susz;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Bardzo Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;2;KWI;
Kobieta;Olsztyn;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Źle;Źle;Źle;Dobrze;Źle;Dobrze;Dobrze;Źle;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;;Dobrze;Dobrze;;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;2;KWI;
Kobieta;82-550 Prabuty;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;;Bardzo Dobrze;Bardzo Dobrze;;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Nie;Nie;;PO;2;KWI;
Kobieta;Sztum;Bardzo Dobrze;Dobrze;Dobrze;Dobrze;Bardzo Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;;Dobrze;Dobrze;;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Nie;Nie;;PO;2;KWI;
Kobieta;Prabuty;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Źle;Źle;Bardzo Dobrze;Nie mam zdania/Nie wiem ;Źle;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Bardzo Źle;Nie mam zdania/Nie wiem ;Bardzo Dobrze;Bardzo Dobrze;Dobrze;Bardzo Źle;Źle;Nie mam zdania/Nie wiem ;Bardzo Źle;Nie mam zdania/Nie wiem ;;Źle;Źle;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Źle;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Bardzo Źle;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;2;KWI;
Kobieta;Grudziądz;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Źle;Dobrze;Dobrze;Źle;Dobrze;Dobrze;Bardzo Dobrze;Dobrze;Dobrze;Dobrze;;Dobrze;Dobrze;;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;2;KWI;
Kobieta;Starogard;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Źle;Źle;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Źle;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;;Dobrze;Dobrze;;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;2;KWI;
Kobieta;Górzno;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Źle;Bardzo Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Bardzo Dobrze;Dobrze;Bardzo Dobrze;Bardzo Dobrze;Dobrze;nie mam zdania;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;brak;PO;2;KWI;
Mężczyzna;Starogard Gdański ;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;;Dobrze;Dobrze;;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie;Nie;;PO;2;KWI;
Kobieta;Kwidzyn;Źle;Źle;Bardzo Źle;Źle;Dobrze;Źle;Dobrze;Źle;Źle;Bardzo Źle;Dobrze;Bardzo Źle;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Źle;Źle;Źle;Źle;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Bardzo Źle;Bardzo Źle;Bardzo Źle;Nie mam zdania/Nie wiem ;Bardzo Źle;Bardzo Źle;Nie;Nie;;PO;2;KWI;
Kobieta;kwidzyn;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Źle;Źle;Źle;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Źle;otwieranie się planu zajęć dla poszczególnych grup  w aplikacji mobilnej ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;dobrze byłoby gdyby  plan zajęć był rozłożony na poszczególne grupy i można byłoby go otwierać tylko wskazaną grupę w aplikacji mobilnej plik jest za duży i się nie otwiera  wybór placówek zajęć praktycznych możliwość odbywania w miejscu zamieszkania lub najbliższej miejsca zamieszkania zajęcia dydaktyczne tylko w godzinach popołudniowych;PO;2;KWI;
Kobieta;Kwidzyn ;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;Źle;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;2;KWI;
Kobieta;Purda;Bardzo Dobrze;Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Bardzo Dobrze;Bardzo Dobrze;Źle;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;;Dobrze;Bardzo Dobrze;;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;2;KWI;
Kobieta;Brodnica;Dobrze;Dobrze;Źle;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Źle;Dobrze;Dobrze;Dobrze;Źle;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;;Dobrze;Dobrze;;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;2;KWI;
Kobieta;Brodnica;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Bardzo Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;;Dobrze;Dobrze;niczego nie brakuje;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;Nie;Nie;brak uwag;PO;2;KWI;
Kobieta;Gdańsk;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Bardzo Dobrze;Bardzo Dobrze;Nie mam zdania/Nie wiem ;Bardzo Dobrze;Dobrze;Dobrze;Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Nie wiem.;Bardzo Dobrze;Bardzo Dobrze;;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Dobrze;Bardzo Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;2;KWI;
